,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Civil Engineering,"₹64,800","₹5,18,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Mechanical Engineering,"₹64,800","₹5,18,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Computer Science & Engineering,"₹79,640","₹6,37,120",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Electric Vehicle Technology,"₹64,800","₹5,18,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Electrical Engineering,"₹64,800","₹5,18,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Chemical Engineering,"₹60,725","₹4,85,800",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Electronics & Communication Engg,"₹64,800","₹5,18,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Food Technology,"₹72,335","₹5,78,680",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,B.Tech,Biomedical Engineering,"₹74,360","₹5,94,880",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Banking & Finance,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Digital Marketing (Samatrix),"₹97,900","₹3,91,600",2 Years,Industry Partner: Samatrix,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Digital Marketing,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Finance Management,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Marketing Management,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Information Technology,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Business Analytics,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Operations & Production Management,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Business Intelligence & Data Analytics,"₹97,900","₹3,91,600",2 Years,Industry Partner: Samatrix,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Logistics and Supply Chain,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Human Resource Management,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Retail Management,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Dual Specializations,"₹1,09,465","₹4,37,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,MBA,Agri Business Management,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Design,MBA,Fashion Design,"₹69,550","₹2,78,200",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Pharmacy,MBA,Pharmaceutical,"₹96,465","₹3,85,860",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Medical,MBA,Hospital & Healthcare Management,"₹1,02,300","₹4,09,200",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Design,MBA,Fashion Management,,,2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Agriculture,B.Sc,Agriculture,"₹44,806","₹3,58,452",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc,Psychology,"₹35,860","₹2,86,880",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc (Hons.),Mathematics,"₹24,200","₹1,45,200",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Nursing,Post Basic B.Sc,Nursing (Enterprise),"₹40,235","₹1,60,940",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Nursing,B.Sc,Nursing (Enterprise),"₹89,760","₹7,18,080",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc (Hons.),Biotechnology,"₹30,925","₹2,47,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Agriculture,B.Sc. (Hons.),Agriculture,"₹47,050","₹3,76,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc (Hons.),Microbiology,"₹30,925","₹2,47,400",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,B.Sc,Optometry,"₹45,000","₹3,60,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc,Forensic Science,"₹29,755","₹2,38,040",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,B.Sc,Medical Lab Technology,"₹45,000","₹3,60,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc,Pass Course (PCM),"₹20,265","₹1,21,590",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc,PCM with Addon (Computer/English),"₹16,600","₹99,600",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,B.Sc,Pass Course (CBZ),"₹20,265","₹1,21,590",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,B.Sc,Medical Imaging Technology,"₹45,000","₹3,60,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,B.Sc,Operation Theatre Technology,"₹45,000","₹3,60,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,B.Sc,Clinical Dietetics,"₹20,570","₹1,64,560",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,B.Sc,Cardio Vascular Technology,"₹45,000","₹3,60,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Hotel Mgmt,B.Sc,Hospitality & Hotel Administration,"₹55,600","₹3,33,600",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Hotel Mgmt,B.Sc,Hospitality and Hotel Mgt (RAK Campus),"₹2,50,049","₹15,00,294",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Design,B.Sc,Fashion Design,"₹35,750","₹2,14,500",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,BA (Hons.),English,"₹18,950","₹1,51,600",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,BA,English,"₹18,950","₹1,13,700",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,BA,Psychology,"₹31,765","₹2,54,120",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,BA,Pass Course,"₹12,305","₹73,830",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,BA,Pass Course (Enterprise),"₹11,500","₹69,000",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,BA,Journalism and Mass Communication,"₹50,350","₹3,02,100",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,BBA,DM (ImaginXP),"₹47,500","₹2,85,000",3 Years,Industry Partner: ImaginXP,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,BBA,Fintech (ImaginXP),"₹47,500","₹2,85,000",3 Years,Industry Partner: ImaginXP,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,BBA,Digital Marketing (IXP),"₹42,500","₹2,55,000",3 Years,Industry Partner: IXP,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Management,BBA,General,"₹39,777","₹2,38,665",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,IT,BCA,Artificial Intelligence and Machine Learning,"₹53,267","₹3,19,605",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,IT,BCA,Cyber Security,"₹49,252","₹2,95,515",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,IT,BCA,FSD (ImaginXP),"₹47,500","₹2,85,000",3 Years,Industry Partner: ImaginXP,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,IT,BCA,General,"₹43,977","₹2,63,862",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Commerce,B.Com,General,"₹25,325","₹1,51,950",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Commerce,B.Com (Hons.),General,"₹34,155","₹2,73,240",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Diploma,Diploma,Yoga,"₹8,750","₹70,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Diploma,Diploma,Videography & Photography,"₹20,750","₹41,500",1 Year,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Design,Diploma,Fashion Design,"₹25,400","₹50,800",1 Year,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Design,Advanced Diploma,Fashion,"₹23,500","₹94,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Diploma,Diploma,Guidance and Counselling,"₹10,525","₹21,050",1 Year,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,Diploma,Orthopedic Plaster Technology,"₹12,500","₹50,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,Diploma,Medical Lab Technology,"₹17,500","₹70,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Hotel Mgmt,Diploma,Culinary Arts,"₹20,200","₹40,400",1 Year,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,Diploma,Dialysis Technician,"₹12,500","₹50,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,Diploma,Anesthesia Technician,"₹12,500","₹50,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,Diploma,Orthopedic Plaster Technology,"₹25,000","₹25,000",6 Months,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,Diploma,ECG Technician,"₹12,500","₹50,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Hotel Mgmt,Diploma,Bakery & Confectionary,"₹21,500","₹43,000",1 Year,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,Diploma,Operation Theatre / Cath Lab / Opthalmic,,,2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,M.Sc,Chemistry / Physics,"₹23,950","₹95,800",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,M.Sc,Mathematics,"₹17,950","₹71,800",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,M.Sc,Biotech / Microbio / Bioinfo,"₹45,800","₹1,83,200",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Agriculture,M.Sc,Horticulture / Agronomy / Genetics,"₹34,850","₹1,39,400",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Medical,M.Sc,Medical Microbio / Biochem / Pharmacology,"₹51,850","₹2,07,400",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,M.Sc,Botany,"₹23,650","₹94,600",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Science,M.Sc,Forensic Science / Clinical Nutrition,"₹26,150","₹1,04,600",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Medical,M.Sc,Medical Anatomy / Physiology,"₹47,500","₹1,90,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,MA,English (Language & Literature),"₹20,600","₹82,400",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,MA,Sociology,"₹14,750","₹59,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Arts,MA,Journalism & Mass Communication,"₹52,550","₹2,10,200",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,M.Tech,Data Science / Cyber Sec / AI & ML,"₹51,000","₹2,04,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,M.Tech,Biotech / Chem / Biomedical / Embedded,"₹46,000","₹1,84,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,M.Tech,Mechanical,"₹48,600","₹1,94,400",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Engineering,M.Tech,Structural Engineering,"₹50,500","₹2,02,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Certificate,Certificate,Diabetology,"₹15,050","₹30,100",1 Year,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Certificate,Certificate,Diabetology,"₹25,500","₹1,02,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,IT,MCA,Cyber Security,"₹60,700","₹2,42,800",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,IT,MCA,Artificial Intelligence and Machine Learning,"₹63,900","₹2,55,600",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,IT,MCA,General,"₹53,050","₹2,12,200",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Pharmacy,M.Pharm,Pharmaceutics / Quality Assurance / etc.,"₹56,750","₹2,27,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Doctorate,Ph.D,English / History / Management / Law / Media,"₹57,750","₹3,46,500",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Doctorate,Ph.D,Chemistry / Physics / Biotech / Microbio,"₹65,500","₹3,93,000",3 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Doctorate,Ph.D,Computer Science & Engineering,"₹62,500","₹2,50,000",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Law,LLM,General,"₹47,450","₹1,89,800",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Law,LLM,IPR,"₹49,825","₹99,650",1 Year,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Paramedical,MPT,Pediatrics / Orthopedics / Neuro / etc.,"₹49,672","₹1,98,688",2 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Education,BA+B.Ed,Admitted by PTET,"₹13,500","₹1,08,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Education,BA+B.Ed,Admitted by University,"₹12,150","₹97,200",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Education,B.Sc+B.Ed,Admitted by PTET,"₹13,500","₹1,08,000",4 Years,,"IBM, TCS, SAP, Byju's"
,"Jaipur, Rajasthan",Jaipur National University,Education,B.Sc+B.Ed,Admitted by University,"₹15,600","₹1,24,800",4 Years,,"IBM, TCS, SAP, Byju's"
,,,,,,,,,,
,,,,,,,,,,
,"Location (City, State)",College Name,Stream,Course,Specializations,Sem Fee,Total Fee,Duration,Special Note,Placement Partners
,"Jaipur, Rajasthan",Jagannath University (JU),Design,B.Des,,"₹75,000","₹6,00,000",4 Years,Min 50% in 10+2.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),IT,B.C.A,,"₹57,500","₹3,45,000",3 Years,Min 45% in 10+2 with Math.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Commerce,B.Com,,"₹45,500","₹2,73,000",3 Years,Min 50% in 10+2.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Pharmacy,B.Pharm,,"₹66,500","₹5,32,000",4 Years,Min 50% in 10+2 (PCM/PCB).,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Diploma,Diploma,,"₹54,000","₹3,24,000",3 Years,Min 50% in 10+2.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Science,M.Sc,,"₹40,000 - ₹67,500","₹1,60,000 - ₹2,70,000",2 Years,Min 50% in Bachelor's degree.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Arts,M.A,,"₹59,000","₹2,36,000",2 Years,Min 50% in Undergraduate degree.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,M.Tech,,"₹70,000","₹2,80,000",2 Years,Min 50% in B.Tech/B.E + Valid GATE.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),IT,M.C.A,,"₹61,000","₹2,44,000",2 Years,Min 50% in Undergraduate degree with Math.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Doctorate,Ph.D,,"₹77,500","₹4,65,000",3 Years,Min 55% in Master's degree.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Pharmacy,Diploma in Pharmacy,,"₹68,750","₹2,75,000",2 Years,Min 50% in 10+2 (PCB/PCM).,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Law,B.A. + LL.B,,"₹64,000","₹6,40,000",5 Years,Min 45% in 10+2. Max age limits apply.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Law,LL.M,,"₹64,000","₹1,28,000",1 Year,Min 50% in LL.B program.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Paramedical,B.P.T,,"₹70,000","₹6,30,000",4.5 Years,Min 50% in 10+2 (PCB). Age 17+.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Library Science,B.Lib,,"₹20,000","₹40,000",1 Year,Min 50% in 10+2 or equivalent.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Paramedical,M.P.T,,"₹70,000","₹2,80,000",2 Years,Min 50% in B.P.T. + 6-month internship.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Hotel Mgmt,B.H.M,,"₹52,500","₹4,20,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Library Science,M.Lib,,"₹20,000","₹40,000",1 Year,Min 50% in B.Lib.I.Sc.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Law,B.B.A. + LL.B,,"₹64,000","₹6,40,000",5 Years,Min 50% in 10+2 + Entrance exam.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Paramedical,B.M.L.T,,"₹75,000","₹4,50,000",3 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Architecture,M.Plan,,"₹80,500","₹3,22,000",2 Years,Min 50% in B.Arch/B.Plan/Civil Engg.,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),IT,PGDCA,,"₹32,500","₹65,000",1 Year,Bachelor's degree in any discipline.,"Bosch, HDFC Bank, Infosys, IBM"
,,,,,,,,,,
,,,,,,,,,,
,"Location (City, State)",College Name,Stream,Course,Specializations,Sem Fee,Total Fee,Duration,Special Note,Placement Partners
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Agriculture Engineering,"₹70,000","₹5,60,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in Data Science (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in Data Science,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in Data Science (Lateral Entry),"₹70,000","₹4,20,000",3 Years,Lateral Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in Cloud Computing (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in Cloud Computing,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in Cloud Computing (Lateral Entry),"₹70,000","₹4,20,000",3 Years,Lateral Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in AI & ML (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in AI & ML,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,CSE in AI & ML (Lateral Entry),"₹70,000","₹4,20,000",3 Years,Lateral Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Civil Engineering (Lateral Entry),"₹70,000","₹4,20,000",3 Years,Lateral Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Civil Engineering (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Civil Engineering,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Mechanical Engineering (Lateral Entry),"₹70,000","₹4,20,000",3 Years,Lateral Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Mechanical Engineering,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Mechanical Engineering (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Computer Science & Engineering (Lateral Entry),"₹70,000","₹4,20,000",3 Years,Lateral Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Computer Science & Engineering (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Computer Science & Engineering,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Electrical Engineering (Lateral Entry),"₹70,000","₹4,20,000",3 Years,Lateral Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Electrical Engineering (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Electrical Engineering,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Electronics & Communication Engineering,"₹85,000","₹6,80,000",4 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Engineering,B.Tech,Electronics & Communication (Migration),"₹31,250","₹1,25,000",2 Years,Migration Entry,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Management,MBA,Finance (Dual Specialization),"₹1,09,500","₹4,38,000",2 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Management,MBA,IT (Dual Specialization),"₹1,09,500","₹4,38,000",2 Years,,"Bosch, HDFC Bank, Infosys, IBM"
,"Jaipur, Rajasthan",Jagannath University (JU),Management,MBA,Supply Chain & Operation Management (Dual),"₹1,09,500","₹4,38,000",2 Years,,"Bosch, HDFC Bank, Infosys, IBM"
